jour_publication,titre,auteur,categorie
16-04-2021,La vidéo d’un policier abattant un adolescent de 13 ans à Chicago choque aux Etats-Unis,['Le Monde avec AFP'],international
16-04-2021,Des renforts sporadiques de soignants pour faire face à la troisième vague,['Elisabeth Pineau'],planete
16-04-2021,"Covid-19 : des dégâts collatéraux majeurs chez les autres malades, privés de diagnostic ou de soins","['Sandrine Cabut', 'Pascale Santi']",planete
16-04-2021,Des défenseurs des droits de l’enfant contre le projet d’un Instagram pour les plus jeunes,['Le Monde avec AFP'],pixels
16-04-2021,Les députés instaurent un seuil de non-consentement sexuel des mineurs de moins de 15 ans,['Solène Cordier'],societe
16-04-2021,"A Paris, la tension monte entre Rachida Dati et Anne Hidalgo",['Denis Cosnard'],politique
16-04-2021,"En Turquie, l’imam geek de Sainte-Sophie tire sa révérence",['Marie Jégo'],international
16-04-2021,La Cour suprême brésilienne confirme l’annulation des condamnations au pénal contre Lula,['Le Monde avec AFP'],international
16-04-2021,« On était les rois du pétrole » : gloire et déboires du service des sports de Canal+,"['Laurent Telo', 'Eric Collier']",actualite-medias
16-04-2021,"A Mayotte, la pêche peine à se constituer en filière",['Grégoire Mérot'],economie
15-04-2021,"« Avec le “Salvator Mundi”, la valeur de l’œuvre tiendrait au fait que Léonard de Vinci y a touché. Ou pas »",['Harry Bellet'],idees
15-04-2021,"Aurélie Filippetti, François Hollande, Rocco Siffredi… Elles ou ils racontent leur couverture de « M »",['Le Monde'],m-le-mag
15-04-2021,Six idées pour se souvenir de la Commune,['Denis Cosnard'],culture
15-04-2021,"Ligue Europa : Manchester United, Arsenal et l’AS Rome se qualifient pour les demi-finales",['Le Monde avec AFP'],sport
15-04-2021,"A Haïti, grève générale en soutien aux religieux kidnappés",['Le Monde avec AFP'],international
15-04-2021,L’adoption de la loi « sécurité globale » ne démobilise pas ses opposants,['Antoine Albertini'],societe
15-04-2021,Projet d’attentat déjoué avant l’Euro 2016 : Reda Kriket sera rejugé en appel,['Le Monde avec AFP'],societe
15-04-2021,"Télétravail, salons annulés, retards en série… L’industrie du jeu vidéo avance encore à tâtons un an après le début de la pandémie",['Pierre Trouvé'],pixels
15-04-2021,Vaccination des enseignants de plus de 55 ans : une « vraie-fausse annonce » pour les syndicats,['Mattea Battaglia'],societe
15-04-2021,Epic Games lève un nouveau milliard de dollars et renforce ses liens avec Sony,['Vincent Fagot'],economie
15-04-2021,"Covid-19 : « Il faut que les gens se parlent, partagent leur vécu. C’est une façon de faire son deuil »",['Le Monde'],planete
15-04-2021,Des photos de policiers volées sur les réseaux sociaux affichées dans une cité en Seine-Saint-Denis,['Le Monde avec AFP'],societe
15-04-2021,Violences sexuelles : le Parlement adopte une loi fixant le seuil de non-consentement à 15 ans,['Le Monde avec AFP'],societe
15-04-2021,"Plus endettée, moins productive : l’économie de l’Allemagne post-Merkel et post-Covid se dessine",['Cécile Boutelet'],economie
15-04-2021,"La mort de Bernard Madoff, de financier self-made-man à escroc planétaire",['Véronique Chocron'],disparitions
15-04-2021,"En Turquie, libération de l’intellectuel Ahmet Altan",['Marie Jégo'],international
15-04-2021,« La pandémie présente toutes les composantes du traumatisme »,['Le Monde'],planete
15-04-2021,"En Pologne, le pouvoir prend en main l’institution du médiateur des droits civiques",['Jakub Iwaniuk'],international
15-04-2021,La CEDH demande à la France d’être plus vigilante avant d’expulser un Tchétchène vers la Russie,['Jean-Baptiste Jacquin'],societe
15-04-2021,"« Si quelque chose arrive à Navalny, la Russie franchira la ligne rouge », selon le Prix Nobel de physique 2010",['Paul Tavignot'],international
15-04-2021,Covid-19 : les enseignants et les forces de l’ordre de plus de 55 ans vont bénéficier de créneaux réservés de vaccination,['Le Monde avec AFP'],planete
15-04-2021,"Sur Arte.tv, un tango à Paris avec Astor Piazzolla et Nadia Boulanger",['Renaud Machart'],culture
15-04-2021,"Grâce au germoir, relocalisez la production de « nourriture vivante » dans… votre cuisine",['Nicolas Santolaria'],m-perso
15-04-2021,"Vexé par le soutien aux Arméniens, Bakou snobe les sociétés françaises",['Paul Tavignot'],economie
15-04-2021,"En visite au Nigeria, Franck Riester promeut un partenariat « global » entre la France et le géant africain",['Liza Fabbian'],afrique
15-04-2021,"L’artiste Walter Spitzer, rescapé de la Shoah, est mort",['Roxana Azimi'],disparitions
15-04-2021,"Montebourg, le « zéro mort » de Tchernobyl et l’impossible bilan des catastrophes nucléaires",['Assma Maad'],les-decodeurs
15-04-2021,« Le Monde vous répond » - Au sujet des accusations portées contre Patrick Poivre d’Arvor,['Le Monde'],blog-mediateur
15-04-2021,Procès de Bouaké : les trois accusés condamnés à la prison à perpétuité pour assassinats,['Le Monde avec AFP'],afrique
15-04-2021,"Christopher Baldelli prend la tête de Public Sénat, Bertrand Delais conserve celle de LCP",['Aude Dassonville'],actualite-medias
15-04-2021,De premiers embryons chimériques homme-singe ont été créés,['Florence Rosier'],sciences
15-04-2021,Comment l’Allemagne mise sur l’Asie du Sud-Est pour contourner la Chine,['Cécile Boutelet'],economie
15-04-2021,"Les montres à complications, un peu plus près des étoiles",['David Chokron'],m-le-mag
15-04-2021,"En Afrique, la reprise économique freinée par l’accès limité aux vaccins contre le Covid-19",['Le Monde avec AFP'],afrique
15-04-2021,"Pierre Hermé et Frédéric Bau : « L’idée n’est pas de faire sans beurre ou sans sucre, mais de mettre le minimum de tout »",['Elvire von Bardeleben'],m-le-mag
15-04-2021,"« Foucault, Duby, Dumézil, Changeux, Thom. Cinq grands entretiens au Champ freudien » : l’art du dialogue lacanien",['Elisabeth Roudinesco'],livres
15-04-2021,Comment chacun des 100 000 morts du Covid est devenu un point en « une » du « Monde »,['Maryline Baumard'],le-monde-et-vous
15-04-2021,Affaire SolarWinds : Washington annonce des sanctions financières contre la Russie et expulse dix diplomates,['Le Monde avec AFP'],international
15-04-2021,La mort du réalisateur américain Richard Rush,['Jean-François Rauger'],disparitions
15-04-2021,Mali : les élections présidentielle et législatives auront lieu en février et mars 2022,['Le Monde avec AFP'],afrique
15-04-2021,Pourquoi le nucléaire va s’inviter dans la campagne présidentielle de 2022,['Nabil Wakim'],politique
15-04-2021,« L’ENA n’est pas la caricature que le pouvoir veut en faire »,['Jacques Grosperrin'],idees
15-04-2021,La répression contre les partisans d’Alexeï Navalny s’accroît encore en Russie,['Benoît Vitkine'],international
15-04-2021,Le Monténégro appelle l’UE à l’aide pour rembourser son autoroute chinoise,['Jean-Baptiste Chastand'],international
15-04-2021,« C’est la première fois qu’une avalanche de plaintes est déposée et que la justice enquête dans le temps même de l’action contre une pandémie »,['Simon Piel'],societe
15-04-2021,"La « diabolisation », une occasion à saisir pour les écologistes",['Abel Mestre'],idees
15-04-2021,Iran : la fille de l’ancien président Rafsandjani soutient le boycottage de la présidentielle,['Ghazal Golshiri'],international
15-04-2021,Big-data,['Le Monde'],
15-04-2021,Covid-19 : ce qu’il faut savoir sur le variant brésilien P.1,['Marc Gozlan'],
15-04-2021,"« Un entretien », sur MyCanal : « Les Temps modernes » vus par un DRH gaffeur",['Audrey Fournier'],culture
15-04-2021,« Chant des plaines » : les maîtresses femmes de Wright Morris,['Macha Séry'],livres
15-04-2021,Les scénarios d’une prise de contrôle de Taïwan par la Chine s’enflamment,['Nathalie Guibert'],international
15-04-2021,Vu par… Paresh (Inde),['Le Monde'],idees
15-04-2021,La loi « sécurité globale » définitivement adoptée par l’Assemblée nationale,['Simon Auffret'],societe
15-04-2021,Afghanistan : le secrétaire d’Etat américain en visite à Kaboul pour discuter du retrait des Etats-Unis,['Le Monde avec AFP et Reuters'],international
15-04-2021,Covid-19 dans le monde : Israël mettra fin dimanche à l’obligation du port du masque à l’extérieur,['Le Monde avec AFP et Reuters'],planete
15-04-2021,"En Egypte, une poignée de libérations symboliques sur fond de statu quo avec Washington",['Laure Stephan'],afrique
15-04-2021,Notre-Dame : Emmanuel Macron salue « l’immense travail accompli » deux ans après l’incendie,['Le Monde avec AFP'],societe
15-04-2021,« Je trouve assez stupéfiant qu’on parle d’amours adolescentes entre une enfant de 13 ans et un jeune de 18 ans »,['Solène Cordier'],societe
15-04-2021,Assurance-chômage : le gouvernement veut revoir sa copie pour ne pas pénaliser les femmes parties en congé maternité,['Bertrand Bissuel'],politique
15-04-2021,Covid-19 : les Etats-Unis prolongent la suspension du vaccin de Johnson & Johnson,['Pascale Santi'],planete
15-04-2021,"Au Mali, l’assassinat d’un ex-chef rebelle menace un accord de paix déjà fragile",['Morgane Le Cam'],afrique
15-04-2021,"« Le rapport sexuel n’existe plus », de Philippe De Jonckheere : le feuilleton littéraire de Camille Laurens",['Camille Laurens'],livres
15-04-2021,"A Berlin, un test Covid-19 négatif est nécessaire pour entrer dans les magasins",['Thomas Wieder'],international
15-04-2021,"En Tunisie, un système unique de culture sur sable menacé par les dérèglements climatiques",['Le Monde avec AFP'],afrique
15-04-2021,Afghanistan : un retrait réaliste mais risqué,['Le Monde'],idees
15-04-2021,"En Inde, Jean-Yves Le Drian achève une visite pour pousser la stratégie « indo-pacifique » de la France","['Guillaume Delacroix', 'Sophie Landrin', 'Elise Vincent']",international
15-04-2021,Le rappeur Moha La Squale condamné à six mois de détention à domicile,['Le Monde avec AFP'],societe
15-04-2021,Assurance-chômage : le gouvernement reconnaît un « problème » dans le calcul des allocations,['Le Monde avec AFP'],economie
15-04-2021,Vladimir Poutine sommé par Joe Biden et Angela Merkel de réduire les forces russes sur la frontière avec l’Ukraine,"['Benoît Vitkine', 'Cédric Vallet']",international
15-04-2021,Bénédicte Jeannerod et Lorena Cotza : « La BERD a investi massivement dans des pays dirigés par des gouvernements répressifs »,"['Bénédicte Jeannerod', 'Lorena Cotza']",idees
15-04-2021,"La suspension des vols venant du Brésil, mesure jugée tardive et insuffisante pour freiner l’épidémie de Covid-19","['Rémi Barroux', 'Claire Gatinois']",planete
15-04-2021,Photographie : identités mouvantes et voix africaines aux Rencontres d’Arles,['Claire Guillot'],culture
15-04-2021,Manifestations contre la France au Pakistan : Paris appelle ses ressortissants à quitter le pays,['Le Monde avec AFP'],international
15-04-2021,"Covid-19 : au Sénégal, les réticences face au vaccin font le bonheur des plus pressés",['Le Monde avec AFP'],afrique
15-04-2021,"Procès de la « BAC Nord » : des opérations « hors de toute transparence, hors de tout cadre légal »",['Luc Leroux'],societe
15-04-2021,"Entre facture de la crise liée au Covid et endettement, la voie pour les entreprises est étroite",['Béatrice Madeline'],economie
15-04-2021,Projet de loi renseignement : un toilettage plutôt qu’une refonte du texte de 2015,['Jacques Follorou'],societe
15-04-2021,Une étudiante frôle la mort après une soirée d’une association de l’école de commerce ESCP,['Soazig Le Nevé'],societe
15-04-2021,"RATP : dernier contrat avec Ile-de-France Mobilités, avant la concurrence",['Eric Béziat'],economie
15-04-2021,"En Afrique, le paludisme de plus en plus résistant aux traitements",['Le Monde avec AFP'],afrique
15-04-2021,"« Bernard Madoff, l’aveuglement et la complaisance en héritage »",['Philippe Escande'],economie
15-04-2021,« Agent secret » et « Légende » : les Variations Sollers,['Fabrice Gabriel'],livres
15-04-2021,Plan de relance : l’Union européenne présente son plan de bataille,['Cédric Vallet'],economie
15-04-2021,"Roy Jacobsen, Ian Soliane, Dumitru Tsepeneag… Les brèves critiques du « Monde des livres »","['Marc Semo, Roger-Pol Droit, Jean-Louis Jeannelle, Antoine Flandrin, Elena Balzamo, Philippe-Jean Catinchi et Bertrand Leclair']",livres
15-04-2021,"Au Kenya, on fait des tests PCR sur les dromadaires",['Le Monde avec AFP'],afrique
15-04-2021,Patrick Ollier visé par une plainte pour « détournement de fonds publics »,['Le Monde avec AFP'],societe
15-04-2021,"En PACA, Renaud Muselier promet des vaccins Spoutnik V à ses administrés",['Gilles Rof'],planete
15-04-2021,Le Congrès américain entame un débat pour réparer les torts de l’esclavage,['Le Monde avec AFP'],international
15-04-2021,Les radios enregistrent une perte d’audience historique,['Aude Dassonville'],economie
15-04-2021,Qui sont les 100 000 morts du Covid-19 en France ?,"['Agathe Dahyot', 'Léa Sanchez']",les-decodeurs
15-04-2021,"« Créer une série », un essai qui plonge dans les arcanes de l’usine à séries",['Audrey Fournier'],idees
